date,days_since_last_reset,last_reset_id,last_reset_company
2023-07-21,123,chatgpt-redis-leak,OpenAI
2023-07-22,124,chatgpt-redis-leak,OpenAI
2023-07-23,125,chatgpt-redis-leak,OpenAI
2023-07-24,126,chatgpt-redis-leak,OpenAI
2023-07-25,127,chatgpt-redis-leak,OpenAI
2023-07-26,128,chatgpt-redis-leak,OpenAI
2023-07-27,129,chatgpt-redis-leak,OpenAI
2023-07-28,130,chatgpt-redis-leak,OpenAI
2023-07-29,131,chatgpt-redis-leak,OpenAI
2023-07-30,132,chatgpt-redis-leak,OpenAI
2023-07-31,133,chatgpt-redis-leak,OpenAI
2023-08-01,134,chatgpt-redis-leak,OpenAI
2023-08-02,135,chatgpt-redis-leak,OpenAI
2023-08-03,136,chatgpt-redis-leak,OpenAI
2023-08-04,137,chatgpt-redis-leak,OpenAI
2023-08-05,138,chatgpt-redis-leak,OpenAI
2023-08-06,139,chatgpt-redis-leak,OpenAI
2023-08-07,140,chatgpt-redis-leak,OpenAI
2023-08-08,141,chatgpt-redis-leak,OpenAI
2023-08-09,142,chatgpt-redis-leak,OpenAI
2023-08-10,143,chatgpt-redis-leak,OpenAI
2023-08-11,144,chatgpt-redis-leak,OpenAI
2023-08-12,145,chatgpt-redis-leak,OpenAI
2023-08-13,146,chatgpt-redis-leak,OpenAI
2023-08-14,147,chatgpt-redis-leak,OpenAI
2023-08-15,148,chatgpt-redis-leak,OpenAI
2023-08-16,149,chatgpt-redis-leak,OpenAI
2023-08-17,150,chatgpt-redis-leak,OpenAI
2023-08-18,151,chatgpt-redis-leak,OpenAI
2023-08-19,152,chatgpt-redis-leak,OpenAI
2023-08-20,153,chatgpt-redis-leak,OpenAI
2023-08-21,154,chatgpt-redis-leak,OpenAI
2023-08-22,155,chatgpt-redis-leak,OpenAI
2023-08-23,156,chatgpt-redis-leak,OpenAI
2023-08-24,157,chatgpt-redis-leak,OpenAI
2023-08-25,158,chatgpt-redis-leak,OpenAI
2023-08-26,159,chatgpt-redis-leak,OpenAI
2023-08-27,160,chatgpt-redis-leak,OpenAI
2023-08-28,161,chatgpt-redis-leak,OpenAI
2023-08-29,162,chatgpt-redis-leak,OpenAI
2023-08-30,163,chatgpt-redis-leak,OpenAI
2023-08-31,164,chatgpt-redis-leak,OpenAI
2023-09-01,165,chatgpt-redis-leak,OpenAI
2023-09-02,166,chatgpt-redis-leak,OpenAI
2023-09-03,167,chatgpt-redis-leak,OpenAI
2023-09-04,168,chatgpt-redis-leak,OpenAI
2023-09-05,169,chatgpt-redis-leak,OpenAI
2023-09-06,170,chatgpt-redis-leak,OpenAI
2023-09-07,171,chatgpt-redis-leak,OpenAI
2023-09-08,172,chatgpt-redis-leak,OpenAI
2023-09-09,173,chatgpt-redis-leak,OpenAI
2023-09-10,174,chatgpt-redis-leak,OpenAI
2023-09-11,175,chatgpt-redis-leak,OpenAI
2023-09-12,176,chatgpt-redis-leak,OpenAI
2023-09-13,177,chatgpt-redis-leak,OpenAI
2023-09-14,178,chatgpt-redis-leak,OpenAI
2023-09-15,179,chatgpt-redis-leak,OpenAI
2023-09-16,180,chatgpt-redis-leak,OpenAI
2023-09-17,181,chatgpt-redis-leak,OpenAI
2023-09-18,182,chatgpt-redis-leak,OpenAI
2023-09-19,183,chatgpt-redis-leak,OpenAI
2023-09-20,184,chatgpt-redis-leak,OpenAI
2023-09-21,185,chatgpt-redis-leak,OpenAI
2023-09-22,186,chatgpt-redis-leak,OpenAI
2023-09-23,187,chatgpt-redis-leak,OpenAI
2023-09-24,188,chatgpt-redis-leak,OpenAI
2023-09-25,189,chatgpt-redis-leak,OpenAI
2023-09-26,190,chatgpt-redis-leak,OpenAI
2023-09-27,191,chatgpt-redis-leak,OpenAI
2023-09-28,192,chatgpt-redis-leak,OpenAI
2023-09-29,193,chatgpt-redis-leak,OpenAI
2023-09-30,194,chatgpt-redis-leak,OpenAI
2023-10-01,195,chatgpt-redis-leak,OpenAI
2023-10-02,196,chatgpt-redis-leak,OpenAI
2023-10-03,197,chatgpt-redis-leak,OpenAI
2023-10-04,198,chatgpt-redis-leak,OpenAI
2023-10-05,199,chatgpt-redis-leak,OpenAI
2023-10-06,200,chatgpt-redis-leak,OpenAI
2023-10-07,201,chatgpt-redis-leak,OpenAI
2023-10-08,202,chatgpt-redis-leak,OpenAI
2023-10-09,203,chatgpt-redis-leak,OpenAI
2023-10-10,204,chatgpt-redis-leak,OpenAI
2023-10-11,205,chatgpt-redis-leak,OpenAI
2023-10-12,206,chatgpt-redis-leak,OpenAI
2023-10-13,207,chatgpt-redis-leak,OpenAI
2023-10-14,208,chatgpt-redis-leak,OpenAI
2023-10-15,209,chatgpt-redis-leak,OpenAI
2023-10-16,210,chatgpt-redis-leak,OpenAI
2023-10-17,211,chatgpt-redis-leak,OpenAI
2023-10-18,212,chatgpt-redis-leak,OpenAI
2023-10-19,213,chatgpt-redis-leak,OpenAI
2023-10-20,214,chatgpt-redis-leak,OpenAI
2023-10-21,215,chatgpt-redis-leak,OpenAI
2023-10-22,216,chatgpt-redis-leak,OpenAI
2023-10-23,217,chatgpt-redis-leak,OpenAI
2023-10-24,218,chatgpt-redis-leak,OpenAI
2023-10-25,219,chatgpt-redis-leak,OpenAI
2023-10-26,220,chatgpt-redis-leak,OpenAI
2023-10-27,221,chatgpt-redis-leak,OpenAI
2023-10-28,222,chatgpt-redis-leak,OpenAI
2023-10-29,223,chatgpt-redis-leak,OpenAI
2023-10-30,224,chatgpt-redis-leak,OpenAI
2023-10-31,225,chatgpt-redis-leak,OpenAI
2023-11-01,226,chatgpt-redis-leak,OpenAI
2023-11-02,227,chatgpt-redis-leak,OpenAI
2023-11-03,228,chatgpt-redis-leak,OpenAI
2023-11-04,229,chatgpt-redis-leak,OpenAI
2023-11-05,230,chatgpt-redis-leak,OpenAI
2023-11-06,231,chatgpt-redis-leak,OpenAI
2023-11-07,232,chatgpt-redis-leak,OpenAI
2023-11-08,233,chatgpt-redis-leak,OpenAI
2023-11-09,234,chatgpt-redis-leak,OpenAI
2023-11-10,235,chatgpt-redis-leak,OpenAI
2023-11-11,236,chatgpt-redis-leak,OpenAI
2023-11-12,237,chatgpt-redis-leak,OpenAI
2023-11-13,238,chatgpt-redis-leak,OpenAI
2023-11-14,239,chatgpt-redis-leak,OpenAI
2023-11-15,240,chatgpt-redis-leak,OpenAI
2023-11-16,241,chatgpt-redis-leak,OpenAI
2023-11-17,0,openai-board-coup,OpenAI
2023-11-18,1,openai-board-coup,OpenAI
2023-11-19,2,openai-board-coup,OpenAI
2023-11-20,3,openai-board-coup,OpenAI
2023-11-21,4,openai-board-coup,OpenAI
2023-11-22,5,openai-board-coup,OpenAI
2023-11-23,6,openai-board-coup,OpenAI
2023-11-24,7,openai-board-coup,OpenAI
2023-11-25,8,openai-board-coup,OpenAI
2023-11-26,9,openai-board-coup,OpenAI
2023-11-27,10,openai-board-coup,OpenAI
2023-11-28,11,openai-board-coup,OpenAI
2023-11-29,12,openai-board-coup,OpenAI
2023-11-30,13,openai-board-coup,OpenAI
2023-12-01,14,openai-board-coup,OpenAI
2023-12-02,15,openai-board-coup,OpenAI
2023-12-03,16,openai-board-coup,OpenAI
2023-12-04,17,openai-board-coup,OpenAI
2023-12-05,18,openai-board-coup,OpenAI
2023-12-06,19,openai-board-coup,OpenAI
2023-12-07,20,openai-board-coup,OpenAI
2023-12-08,21,openai-board-coup,OpenAI
2023-12-09,22,openai-board-coup,OpenAI
2023-12-10,23,openai-board-coup,OpenAI
2023-12-11,24,openai-board-coup,OpenAI
2023-12-12,25,openai-board-coup,OpenAI
2023-12-13,26,openai-board-coup,OpenAI
2023-12-14,27,openai-board-coup,OpenAI
2023-12-15,28,openai-board-coup,OpenAI
2023-12-16,29,openai-board-coup,OpenAI
2023-12-17,30,openai-board-coup,OpenAI
2023-12-18,31,openai-board-coup,OpenAI
2023-12-19,32,openai-board-coup,OpenAI
2023-12-20,33,openai-board-coup,OpenAI
2023-12-21,34,openai-board-coup,OpenAI
2023-12-22,35,openai-board-coup,OpenAI
2023-12-23,36,openai-board-coup,OpenAI
2023-12-24,37,openai-board-coup,OpenAI
2023-12-25,38,openai-board-coup,OpenAI
2023-12-26,39,openai-board-coup,OpenAI
2023-12-27,40,openai-board-coup,OpenAI
2023-12-28,41,openai-board-coup,OpenAI
2023-12-29,42,openai-board-coup,OpenAI
2023-12-30,43,openai-board-coup,OpenAI
2023-12-31,44,openai-board-coup,OpenAI
2024-01-01,45,openai-board-coup,OpenAI
2024-01-02,46,openai-board-coup,OpenAI
2024-01-03,47,openai-board-coup,OpenAI
2024-01-04,48,openai-board-coup,OpenAI
2024-01-05,49,openai-board-coup,OpenAI
2024-01-06,50,openai-board-coup,OpenAI
2024-01-07,51,openai-board-coup,OpenAI
2024-01-08,52,openai-board-coup,OpenAI
2024-01-09,53,openai-board-coup,OpenAI
2024-01-10,54,openai-board-coup,OpenAI
2024-01-11,55,openai-board-coup,OpenAI
2024-01-12,56,openai-board-coup,OpenAI
2024-01-13,57,openai-board-coup,OpenAI
2024-01-14,58,openai-board-coup,OpenAI
2024-01-15,59,openai-board-coup,OpenAI
2024-01-16,60,openai-board-coup,OpenAI
2024-01-17,61,openai-board-coup,OpenAI
2024-01-18,62,openai-board-coup,OpenAI
2024-01-19,63,openai-board-coup,OpenAI
2024-01-20,64,openai-board-coup,OpenAI
2024-01-21,65,openai-board-coup,OpenAI
2024-01-22,66,openai-board-coup,OpenAI
2024-01-23,67,openai-board-coup,OpenAI
2024-01-24,68,openai-board-coup,OpenAI
2024-01-25,69,openai-board-coup,OpenAI
2024-01-26,70,openai-board-coup,OpenAI
2024-01-27,71,openai-board-coup,OpenAI
2024-01-28,72,openai-board-coup,OpenAI
2024-01-29,73,openai-board-coup,OpenAI
2024-01-30,74,openai-board-coup,OpenAI
2024-01-31,75,openai-board-coup,OpenAI
2024-02-01,76,openai-board-coup,OpenAI
2024-02-02,77,openai-board-coup,OpenAI
2024-02-03,78,openai-board-coup,OpenAI
2024-02-04,79,openai-board-coup,OpenAI
2024-02-05,80,openai-board-coup,OpenAI
2024-02-06,81,openai-board-coup,OpenAI
2024-02-07,82,openai-board-coup,OpenAI
2024-02-08,83,openai-board-coup,OpenAI
2024-02-09,84,openai-board-coup,OpenAI
2024-02-10,85,openai-board-coup,OpenAI
2024-02-11,86,openai-board-coup,OpenAI
2024-02-12,87,openai-board-coup,OpenAI
2024-02-13,88,openai-board-coup,OpenAI
2024-02-14,89,openai-board-coup,OpenAI
2024-02-15,90,openai-board-coup,OpenAI
2024-02-16,91,openai-board-coup,OpenAI
2024-02-17,92,openai-board-coup,OpenAI
2024-02-18,93,openai-board-coup,OpenAI
2024-02-19,94,openai-board-coup,OpenAI
2024-02-20,95,openai-board-coup,OpenAI
2024-02-21,96,openai-board-coup,OpenAI
2024-02-22,0,gemini-image-gen,Google DeepMind
2024-02-23,1,gemini-image-gen,Google DeepMind
2024-02-24,2,gemini-image-gen,Google DeepMind
2024-02-25,3,gemini-image-gen,Google DeepMind
2024-02-26,4,gemini-image-gen,Google DeepMind
2024-02-27,5,gemini-image-gen,Google DeepMind
2024-02-28,6,gemini-image-gen,Google DeepMind
2024-02-29,7,gemini-image-gen,Google DeepMind
2024-03-01,8,gemini-image-gen,Google DeepMind
2024-03-02,9,gemini-image-gen,Google DeepMind
2024-03-03,10,gemini-image-gen,Google DeepMind
2024-03-04,11,gemini-image-gen,Google DeepMind
2024-03-05,12,gemini-image-gen,Google DeepMind
2024-03-06,13,gemini-image-gen,Google DeepMind
2024-03-07,14,gemini-image-gen,Google DeepMind
2024-03-08,15,gemini-image-gen,Google DeepMind
2024-03-09,16,gemini-image-gen,Google DeepMind
2024-03-10,17,gemini-image-gen,Google DeepMind
2024-03-11,18,gemini-image-gen,Google DeepMind
2024-03-12,19,gemini-image-gen,Google DeepMind
2024-03-13,20,gemini-image-gen,Google DeepMind
2024-03-14,21,gemini-image-gen,Google DeepMind
2024-03-15,22,gemini-image-gen,Google DeepMind
2024-03-16,23,gemini-image-gen,Google DeepMind
2024-03-17,24,gemini-image-gen,Google DeepMind
2024-03-18,25,gemini-image-gen,Google DeepMind
2024-03-19,26,gemini-image-gen,Google DeepMind
2024-03-20,27,gemini-image-gen,Google DeepMind
2024-03-21,28,gemini-image-gen,Google DeepMind
2024-03-22,29,gemini-image-gen,Google DeepMind
2024-03-23,30,gemini-image-gen,Google DeepMind
2024-03-24,31,gemini-image-gen,Google DeepMind
2024-03-25,32,gemini-image-gen,Google DeepMind
2024-03-26,33,gemini-image-gen,Google DeepMind
2024-03-27,34,gemini-image-gen,Google DeepMind
2024-03-28,35,gemini-image-gen,Google DeepMind
2024-03-29,36,gemini-image-gen,Google DeepMind
2024-03-30,37,gemini-image-gen,Google DeepMind
2024-03-31,38,gemini-image-gen,Google DeepMind
2024-04-01,39,gemini-image-gen,Google DeepMind
2024-04-02,40,gemini-image-gen,Google DeepMind
2024-04-03,41,gemini-image-gen,Google DeepMind
2024-04-04,42,gemini-image-gen,Google DeepMind
2024-04-05,43,gemini-image-gen,Google DeepMind
2024-04-06,44,gemini-image-gen,Google DeepMind
2024-04-07,45,gemini-image-gen,Google DeepMind
2024-04-08,46,gemini-image-gen,Google DeepMind
2024-04-09,47,gemini-image-gen,Google DeepMind
2024-04-10,48,gemini-image-gen,Google DeepMind
2024-04-11,49,gemini-image-gen,Google DeepMind
2024-04-12,50,gemini-image-gen,Google DeepMind
2024-04-13,51,gemini-image-gen,Google DeepMind
2024-04-14,52,gemini-image-gen,Google DeepMind
2024-04-15,53,gemini-image-gen,Google DeepMind
2024-04-16,54,gemini-image-gen,Google DeepMind
2024-04-17,55,gemini-image-gen,Google DeepMind
2024-04-18,56,gemini-image-gen,Google DeepMind
2024-04-19,57,gemini-image-gen,Google DeepMind
2024-04-20,58,gemini-image-gen,Google DeepMind
2024-04-21,59,gemini-image-gen,Google DeepMind
2024-04-22,60,gemini-image-gen,Google DeepMind
2024-04-23,61,gemini-image-gen,Google DeepMind
2024-04-24,62,gemini-image-gen,Google DeepMind
2024-04-25,63,gemini-image-gen,Google DeepMind
2024-04-26,64,gemini-image-gen,Google DeepMind
2024-04-27,65,gemini-image-gen,Google DeepMind
2024-04-28,66,gemini-image-gen,Google DeepMind
2024-04-29,67,gemini-image-gen,Google DeepMind
2024-04-30,68,gemini-image-gen,Google DeepMind
2024-05-01,69,gemini-image-gen,Google DeepMind
2024-05-02,70,gemini-image-gen,Google DeepMind
2024-05-03,71,gemini-image-gen,Google DeepMind
2024-05-04,72,gemini-image-gen,Google DeepMind
2024-05-05,73,gemini-image-gen,Google DeepMind
2024-05-06,74,gemini-image-gen,Google DeepMind
2024-05-07,75,gemini-image-gen,Google DeepMind
2024-05-08,76,gemini-image-gen,Google DeepMind
2024-05-09,77,gemini-image-gen,Google DeepMind
2024-05-10,78,gemini-image-gen,Google DeepMind
2024-05-11,79,gemini-image-gen,Google DeepMind
2024-05-12,80,gemini-image-gen,Google DeepMind
2024-05-13,81,gemini-image-gen,Google DeepMind
2024-05-14,82,gemini-image-gen,Google DeepMind
2024-05-15,83,gemini-image-gen,Google DeepMind
2024-05-16,84,gemini-image-gen,Google DeepMind
2024-05-17,0,openai-superalignment-collapse,OpenAI
2024-05-18,1,openai-superalignment-collapse,OpenAI
2024-05-19,2,openai-superalignment-collapse,OpenAI
2024-05-20,3,openai-superalignment-collapse,OpenAI
2024-05-21,4,openai-superalignment-collapse,OpenAI
2024-05-22,5,openai-superalignment-collapse,OpenAI
2024-05-23,0,google-ai-overviews-glue,Google DeepMind
2024-05-24,1,google-ai-overviews-glue,Google DeepMind
2024-05-25,2,google-ai-overviews-glue,Google DeepMind
2024-05-26,3,google-ai-overviews-glue,Google DeepMind
2024-05-27,4,google-ai-overviews-glue,Google DeepMind
2024-05-28,5,google-ai-overviews-glue,Google DeepMind
2024-05-29,6,google-ai-overviews-glue,Google DeepMind
2024-05-30,7,google-ai-overviews-glue,Google DeepMind
2024-05-31,8,google-ai-overviews-glue,Google DeepMind
2024-06-01,9,google-ai-overviews-glue,Google DeepMind
2024-06-02,10,google-ai-overviews-glue,Google DeepMind
2024-06-03,11,google-ai-overviews-glue,Google DeepMind
2024-06-04,12,google-ai-overviews-glue,Google DeepMind
2024-06-05,13,google-ai-overviews-glue,Google DeepMind
2024-06-06,14,google-ai-overviews-glue,Google DeepMind
2024-06-07,15,google-ai-overviews-glue,Google DeepMind
2024-06-08,16,google-ai-overviews-glue,Google DeepMind
2024-06-09,17,google-ai-overviews-glue,Google DeepMind
2024-06-10,18,google-ai-overviews-glue,Google DeepMind
2024-06-11,19,google-ai-overviews-glue,Google DeepMind
2024-06-12,20,google-ai-overviews-glue,Google DeepMind
2024-06-13,21,google-ai-overviews-glue,Google DeepMind
2024-06-14,22,google-ai-overviews-glue,Google DeepMind
2024-06-15,23,google-ai-overviews-glue,Google DeepMind
2024-06-16,24,google-ai-overviews-glue,Google DeepMind
2024-06-17,25,google-ai-overviews-glue,Google DeepMind
2024-06-18,26,google-ai-overviews-glue,Google DeepMind
2024-06-19,27,google-ai-overviews-glue,Google DeepMind
2024-06-20,28,google-ai-overviews-glue,Google DeepMind
2024-06-21,29,google-ai-overviews-glue,Google DeepMind
2024-06-22,30,google-ai-overviews-glue,Google DeepMind
2024-06-23,31,google-ai-overviews-glue,Google DeepMind
2024-06-24,32,google-ai-overviews-glue,Google DeepMind
2024-06-25,33,google-ai-overviews-glue,Google DeepMind
2024-06-26,34,google-ai-overviews-glue,Google DeepMind
2024-06-27,35,google-ai-overviews-glue,Google DeepMind
2024-06-28,36,google-ai-overviews-glue,Google DeepMind
2024-06-29,37,google-ai-overviews-glue,Google DeepMind
2024-06-30,38,google-ai-overviews-glue,Google DeepMind
2024-07-01,39,google-ai-overviews-glue,Google DeepMind
2024-07-02,40,google-ai-overviews-glue,Google DeepMind
2024-07-03,41,google-ai-overviews-glue,Google DeepMind
2024-07-04,0,openai-2023-hack-undisclosed,OpenAI
2024-07-05,1,openai-2023-hack-undisclosed,OpenAI
2024-07-06,2,openai-2023-hack-undisclosed,OpenAI
2024-07-07,3,openai-2023-hack-undisclosed,OpenAI
2024-07-08,4,openai-2023-hack-undisclosed,OpenAI
2024-07-09,5,openai-2023-hack-undisclosed,OpenAI
2024-07-10,6,openai-2023-hack-undisclosed,OpenAI
2024-07-11,7,openai-2023-hack-undisclosed,OpenAI
2024-07-12,8,openai-2023-hack-undisclosed,OpenAI
2024-07-13,9,openai-2023-hack-undisclosed,OpenAI
2024-07-14,10,openai-2023-hack-undisclosed,OpenAI
2024-07-15,11,openai-2023-hack-undisclosed,OpenAI
2024-07-16,12,openai-2023-hack-undisclosed,OpenAI
2024-07-17,13,openai-2023-hack-undisclosed,OpenAI
2024-07-18,14,openai-2023-hack-undisclosed,OpenAI
2024-07-19,15,openai-2023-hack-undisclosed,OpenAI
2024-07-20,16,openai-2023-hack-undisclosed,OpenAI
2024-07-21,17,openai-2023-hack-undisclosed,OpenAI
2024-07-22,18,openai-2023-hack-undisclosed,OpenAI
2024-07-23,19,openai-2023-hack-undisclosed,OpenAI
2024-07-24,20,openai-2023-hack-undisclosed,OpenAI
2024-07-25,21,openai-2023-hack-undisclosed,OpenAI
2024-07-26,22,openai-2023-hack-undisclosed,OpenAI
2024-07-27,23,openai-2023-hack-undisclosed,OpenAI
2024-07-28,24,openai-2023-hack-undisclosed,OpenAI
2024-07-29,25,openai-2023-hack-undisclosed,OpenAI
2024-07-30,26,openai-2023-hack-undisclosed,OpenAI
2024-07-31,27,openai-2023-hack-undisclosed,OpenAI
2024-08-01,28,openai-2023-hack-undisclosed,OpenAI
